CONSTITUENCY,ASSETS,LIABILITIES,NAME,WINNER,GENDER,AGE,VOTES RECEIVED,ELECTION RESULT,HAS CASES
ERODE,10895377,,SEETHALAKSHMI M K,0,FEMALE,43,39010,4,1
ETAH,383629735,100220000,Rajveer Singh (Raju Bhaiya),1,MALE,58,545348,1,0
ETAH,2046415655,53156203,Ku. Devendra Singh Yadav,0,MALE,70,422678,2,0
ETAWAH,15154538,7304616,Dr RAM SHANKAR KATHERIA,0,MALE,54,522119,1,1
ETAWAH,11207526,2190246,KAMLESH KUMAR,0,MALE,35,457682,2,0
FAIZABAD,31884642,11276478,LALLU SINGH,1,MALE,64,529021,1,1
FAIZABAD,43920899,1560431,ANAND SEN,0,MALE,55,463544,2,1
FAIZABAD,14459169,409256,NIRMAL KHATRI,0,MALE,68,53386,3,1
FARIDABAD,369652786,105593242,KRISHAN PAL,1,MALE,62,913222,1,0
FARIDABAD,120803457,,AVTAR SINGH BHADANA,0,MALE,62,274983,2,1
FARIDABAD,69370850,2600000,MANDHIR MAAN,0,MALE,43,86752,3,0
FARIDKOT,19793884,311043,Mohammad Sadique,1,MALE,78,419065,1,0
FARIDKOT,82957653,,Gulzar Singh Ranike,0,MALE,61,335809,2,1
FARIDKOT,15138283,3500000,Prof. Sadhu Singh,0,MALE,78,115319,3,0
FARRUKHABAD,74964501,388246,Mukesh Rajput,1,MALE,50,569880,1,0
FARRUKHABAD,547843588,174106490,Manoj Agarwal,0,MALE,54,348178,2,1
FARRUKHABAD,384280845,,Salman Khurshid,0,MALE,66,55258,3,1
FATEHGARH SAHIB,32808836,,AMAR SINGH,1,MALE,65,411651,1,0
FATEHGARH SAHIB,40931745,21054000,DARBARA SINGH GURU,0,MALE,66,317753,2,1
FATEHGARH SAHIB,7689077,4479598,MANWINDER SINGH GIASPURA,0,MALE,44,142274,3,0
FATEHGARH SAHIB,5069771,,BANDEEP SINGH,0,MALE,35,62881,4,0
FATEHPUR,10667372,910148,NIRANJAN JYOTI,1,FEMALE,52,566040,1,0
FATEHPUR,74544921,4500729,SUKHDEV PRASAD VERMA,0,MALE,62,367835,2,0
FATEHPUR,350670770,67794880,RAKESH SACHAN,0,MALE,63,66077,3,1
FATEHPUR SIKRI,14854247,356404,RAJKUMAR CHAHAR,1,MALE,52,667147,1,1
FATEHPUR SIKRI,182861705,12294927,RAJ BABBAR,0,MALE,68,172082,2,1
FATEHPUR SIKRI,13718806,,SHREEBHAGWAN SHARMA,0,MALE,44,168043,3,1
FIROZABAD,42872395,,Dr. Chandra Sen Jadon,1,MALE,68,495819,1,0
FIROZABAD,321157801,50358593,Akshay Yadav,0,MALE,32,467038,2,0
FIROZABAD,2006000,,Shivpal Singh Yadav,0,MALE,64,91869,3,0
FIROZPUR,2179919870,954852600,SUKHBIR SINGH BADAL,1,MALE,56,633427,1,1
FIROZPUR,85822451,11350390,SHER SINGH GHUBAYA,0,MALE,56,434577,2,0
GADCHIROLI-CHIMUR,50136369,15682840,ASHOK MAHADEORAO NETE,1,MALE,55,519968,1,0
GADCHIROLI-CHIMUR,16211186,2153155,Dr. NAMDEO DALLUJI USENDI,0,MALE,48,442442,2,0
GADCHIROLI-CHIMUR,10709012,600000,Dr. RAMESHKUMAR BABURAOJI GAJBE,0,MALE,66,111468,3,0
GANDHINAGAR,403275307,4769587,AMIT SHAH,1,MALE,54,894624,1,1
GANDHINAGAR,120468223,19223728,Dr. C. J. CHAVDA,0,MALE,61,337610,2,0
GANGANAGAR,21014362,3631287,NIHAL CHAND,1,MALE,48,897177,1,0
GANGANAGAR,8701890,4470443,BHARAT RAM MEGHWAL,0,MALE,63,490199,2,0
GARHWAL,15032657,3500000,Tirath Singh Rawat,1,MALE,55,506980,1,0
GARHWAL,79462193,5560112,Manish Khanduri,0,MALE,50,204311,2,0
GAUHATI,630219570,34034178,QUEEN OJA,1,FEMALE,67,1008936,1,0
GAUHATI,162399812,17591733,BOBBEETA SHARMA,0,FEMALE,52,663330,2,0
GAUTAM BUDDHA NAGAR,478759568,43863749,Dr. MAHESH SHARMA,1,MALE,59,830812,1,0
GAUTAM BUDDHA NAGAR,53581678,7070674,SATVEER,0,MALE,42,493890,2,1
GAYA,12766141,3148932,Vijay Kumar,1,MALE,55,467007,1,1
GAYA,3594156,61622,Jitan Ram Manjhi,0,MALE,73,314581,2,1
GHATAL,317320579,7879681,ADHIKARI DEEPAK (DEV),1,MALE,36,717959,1,0
GHATAL,180138687,7339380,BHARATI GHOSH,0,FEMALE,56,609986,2,1
GHATAL,2754951,,TAPAN GANGULI,0,MALE,63,97060,3,0
GHAZIABAD,56545702,,Vijay Kumar Singh,1,MALE,67,944503,1,1
GHAZIABAD,138522059,17300000,Suresh Bansal,0,MALE,76,443003,2,0
GHAZIABAD,21001366,,Dolly Sharma,0,FEMALE,34,111944,3,0
GHAZIPUR,137938756,,AFZAL ANSARI,1,MALE,65,566082,1,1
GHAZIPUR,45285263,6116500,MANOJ SINHA,0,MALE,59,446690,2,0
GHOSI,66536025,3454591,ATUL KUMAR SINGH,1,MALE,36,573829,1,1
GHOSI,34341628,2800000,HARINARAYAN,0,MALE,78,451261,2,0
GIRIDIH,13456889,1330000,Chandra Prakash Choudhary,1,MALE,50,648277,1,1
GIRIDIH,19570591,8156343,Jagarnath Mahto,0,MALE,52,399930,2,1
GODDA,462757500,,Nishikant Dubey,1,MALE,47,637610,1,1
GODDA,14197149,,Pradeep Yadav,0,MALE,53,453383,2,1
GONDA,232735285,23201603,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,1,MALE,53,508190,1,0
GONDA,26080396,3500000,VINOD KUMAR ALIAS PANDIT SINGH,0,MALE,52,341830,2,1
GOPALGANJ,32739903,3576376,DR. ALOK KUMAR SUMAN,1,MALE,61,568150,1,0
GOPALGANJ,8195606,21600,SURENDRA RAM,0,MALE,41,281716,2,1
GORAKHPUR,208494688,17711043,Ravindra Shyamnarayan Shukla alias Ravi Kishan,1,MALE,51,717122,1,0
GORAKHPUR,39717782,2100000,Rambhual Nishad,0,MALE,58,415458,2,1
GULBARGA,37490597,,DR. UMESH G JADHAV,1,MALE,60,620192,1,0
GULBARGA,157722896,3122000,MALLIKARJUN KHARGE,0,MALE,77,524740,2,0
GUNA,16266408,494053,"KRISHNA PAL SINGH ""Dr. K. P. YADAV""",1,MALE,43,614049,1,0
GUNA,3745618745,2900000,JYOTIRADITYA M. SCINDIA,0,MALE,48,488500,2,0
GUNA,128273308,55970713,DHAKAD LOKENDRA SINGH RAJPOOT,0,MALE,41,37530,3,1
GUNTUR,3051485242,203452417,Jayadev Galla,1,MALE,53,587918,1,0
GUNTUR,137466129,1675274,Modugula Venugopala Reddy,0,MALE,52,583713,2,1
GUNTUR,32876690,12482935,Bonaboyina Srinivasa Rao (Bonaboyina Srinivasa Yadav),0,MALE,50,129205,3,1
GURDASPUR,871925679,534644785,SUNNY DEOL,1,MALE,59,558719,1,0
GURDASPUR,251762701,,SUNIL JAKHAR,0,MALE,65,476260,2,0
GURGAON,420970754,31500000,RAO INDERJIT SINGH,1,MALE,69,881546,1,0
GURGAON,274817503,10612632,CAPT. AJAY SINGH,0,MALE,60,495290,2,0
GWALIOR,58911673,,VIVEK NARAYAN SHEJWALKAR,1,MALE,71,627250,1,0
GWALIOR,371815574,64526891,ASHOK SINGH,0,MALE,56,480408,2,0
GWALIOR,1434500,,MAMTA BALVEER SINGH KUSHWAH,0,FEMALE,50,44677,3,0
HAJIPUR,62834200,6744375,PASHU PATI KUMAR PARAS,1,MALE,66,541310,1,1
HAJIPUR,18630915,4997011,SHIV CHANDRA RAM,0,MALE,49,335861,2,1
HAMIRPUR (HP),56770463,1085145,ANURAG SINGH THAKUR,1,MALE,44,682692,1,1
HAMIRPUR (UP),56770463,1085145,KUNWAR PUSHPENDRA SINGH CHANDEL,1,MALE,45,575122,1,1
HAMIRPUR (UP),8958922,,DILIP KUMAR SINGH,0,MALE,42,326470,2,0
HAMIRPUR (HP),34888616,,RAM LAL THAKUR,0,MALE,68,283120,2,0
HAMIRPUR (UP),34888616,,PRITAM SINGH LODHI KISAAN,0,MALE,64,114534,3,0
HARDOI,234032624,2615368,Jai Prakash,1,MALE,61,568143,1,0
HARDOI,42403277,1060839,Usha Verma,0,FEMALE,55,435669,2,0
HARDWAR,28739888,16444,Ramesh Pokhriyal 'Nishank',1,MALE,59,665674,1,0
HARDWAR,8548506,,Ambrish Kumar,0,MALE,70,406945,2,0
HARDWAR,869094791,278877123,Dr. Antriksh Saini,0,MALE,60,173528,3,0
HASSAN,97848632,37253210,PRAJWAL REVANNA,1,MALE,28,676606,1,0
HASSAN,231571214,28860107,MANJU A,0,MALE,60,535282,2,0
HASSAN,1290000,38000,VINODRAJ K H,0,MALE,29,38761,3,0
HATHRAS,14930000,,RAJVIR DILER,1,MALE,61,684299,1,0
HATHRAS,20654961,,RAMJI LAL SUMAN,0,MALE,68,424091,2,1
HATKANANGLE,47771462,41599959,Dhairyasheel Sambhajirao Mane,1,MALE,38,585776,1,0
HATKANANGLE,24421392,774059,Raju Anna Shetti,0,MALE,51,489737,2,1
HATKANANGLE,23211678,3782280,Aslam Badshahaji Sayyad,0,MALE,56,123419,3,0
HAVERI,718499195,165566495,UDASI. S.C.,1,MALE,52,683660,1,0
HAVERI,53424424,2574740,D.R. PATIL,0,MALE,72,542778,2,0
HAZARIBAGH,770749002,193271437,JAYANT SINHA,1,MALE,55,728798,1,0
HAZARIBAGH,346174281,21867709,GOPAL PRASAD SAHU,0,MALE,74,249250,2,0
HINDUPUR,1787356,730332,KURUVA GORANTLA MADHAV,1,MALE,50,706602,1,1
HINDUPUR,51375301,1011804,KRISTAPPA . NIMMALA,0,MALE,63,565854,2,1
HINGOLI,18594458,1299983,Hemant Patil,1,MALE,48,586312,1,0
HINGOLI,99463540,8059000,Wankhede Subhashrao Bapurao,0,MALE,56,308456,2,1
HINGOLI,11050000,800000,Mohan Fattusing Rathod,0,MALE,60,174051,3,0
HISAR,146408734,27225637,BRIJENDRA SINGH,1,MALE,46,603289,1,0
HISAR,769452859,68331773,DUSHYANT CHAUTALA,0,MALE,31,289221,2,0
HISAR,37990209,17978516,BHAVYA BISHNOI,0,MALE,26,184369,3,0
HISAR,11653061,,SURINDER SHARMA,0,MALE,58,45190,4,0
HOOGHLY,35655698,,LOCKET CHATTERJEE,1,FEMALE,45,671448,1,1
HOOGHLY,34779481,,DR. RATNA DE (NAG),0,FEMALE,70,598086,2,0
HOOGHLY,1675744,,PRADIP SAHA,0,MALE,54,121588,3,1
HOSHANGABAD,154783105,9103300,UDAY PRATAP SINGH,1,MALE,54,877927,1,1
HOSHANGABAD,15964904,1399664,SHAILENDRA DIWAN CHANDARBHAN SINGH,0,MALE,39,324245,2,0
HOSHIARPUR,29404519,,SOM PARKASH,1,MALE,70,421320,1,0
HOSHIARPUR,146589292,63299925,Dr. RAJ KUMAR CHABBEWAL,0,MALE,49,372790,2,0
HOSHIARPUR,20242482,530702,KHUSHI RAM,0,MALE,68,128564,3,0
HOSHIARPUR,32729653,6160003,Dr. RAVJOT SINGH,0,MALE,42,44914,4,1
HOWRAH,13216066,,Prasun Banerjee,1,MALE,64,576711,1,1
HOWRAH,5604890,,Rantidev Sengupta,0,MALE,60,473016,2,0
HOWRAH,1945900,,Sumitro Adhikary,0,MALE,44,105547,3,0
HYDERABAD,179044376,120500000,ASADUDDIN OWAISI,1,MALE,49,517471,1,1
HYDERABAD,8626993,4839,Dr. BHAGAVANTH RAO,0,MALE,67,235285,2,1
HYDERABAD,30700000,10400000,PUSTHE SRIKANTH,0,MALE,46,63239,3,0
HYDERABAD,7470000,,MOHAMMED FEROZ KHAN,0,MALE,46,49944,4,0
IDUKKI,13395011,10000000,Adv. DEAN KURIAKOSE,1,MALE,37,498493,1,1
IDUKKI,25000,,"Adv, JOICE GEORGE",0,MALE,49,327440,2,1
IDUKKI,16347063,1789000,BIJU KRISHNAN,0,MALE,49,78648,3,0
INDORE,59038508,2106382,SHANKAR LALWANI,1,MALE,57,1068569,1,1
INDORE,251892330,51105911,PANKAJ SANGHVI,0,MALE,58,520815,2,1
INNER MANIPUR,19616174,,DR RAJKUMAR RANJAN SINGH,1,MALE,67,263632,1,0
INNER MANIPUR,17867003,1401257,OINAM NABAKISHORE SINGH,0,MALE,59,245877,2,1
INNER MANIPUR,3558822,5589692,MOIRANGTHEM NARA SINGH,0,MALE,69,133813,3,0
INNER MANIPUR,1454800,,RAJKUMAR SOMENDRO SINGH (KAIKU),0,MALE,40,81634,4,0
JABALPUR,43134351,1387000,RAKESH SINGH,1,MALE,56,826454,1,1
JABALPUR,669118888,11015354,Pt. VIVEK KRISHNA TANKHA,0,MALE,63,371710,2,0
JADAVPUR,24398786,1900788,MIMI CHAKRABORTY,1,FEMALE,30,688472,1,0
JADAVPUR,13431986,,ANUPAM HAZRA,0,MALE,37,393233,2,0
JADAVPUR,120034163,24358926,BIKASH RANJAN BHATTACHARYYA,0,MALE,68,302264,3,0
JAGATSINGHPUR,40023972,1433305,RAJASHREE MALLICK,1,FEMALE,54,619985,1,0
JAGATSINGHPUR,5405384,550000,BIBHU PRASAD TARAI,0,MALE,55,348330,2,0
JAGATSINGHPUR,2889737,275000,PRATIMA MALLICK,0,FEMALE,56,239684,3,0
JAHANABAD,139271693,,CHANDESHWAR PRASAD,1,MALE,68,335584,1,1
JAHANABAD,87352346,3063057,SURENDRA PRASAD YADAV,0,MALE,60,333833,2,1
JAIPUR,165322707,22000000,Ramcharan Bohra,1,MALE,61,924065,1,0
JAIPUR,7959622,2150000,Jyoti Khandelwal,0,FEMALE,44,493439,2,0
JAIPUR RURAL,127808070,,COL. RAJYAVARDHAN RATHORE,1,MALE,49,820132,1,0
JAIPUR RURAL,35999524,4327330,KRISHNA POONIA,0,FEMALE,41,426961,2,0
JAJPUR,15837082,,SARMISTHA SETHI,1,FEMALE,45,544020,1,0
JAJPUR,24585630,1246347,AMIYA KANTA MALLICK,0,MALE,61,442327,2,1
JAJPUR,13861925,2760000,MANAS JENA,0,MALE,50,83321,3,0
JALANDHAR,99925185,2534363,Santokh Singh Chaudhary,1,MALE,72,385712,1,0
JALANDHAR,38633246,2297303,Charanjit Singh Atwal,0,MALE,82,366221,2,0
JALANDHAR,1048289,32500,Balwinder Kumar,0,MALE,40,204783,3,0
JALAUN,10699516,12265,BHANU PRATAP SINGH VERMA,1,MALE,60,581763,1,1
JALAUN,19137271,661326,AJAY SINGH (PANKAJ),0,MALE,46,423386,2,0
JALAUN,35424896,4343988,BRIJLAL KHABRI,0,MALE,56,89606,3,0
JALGAON,12324604,2529954,Unmesh Bhaiyyasaheb Patil,1,MALE,40,713874,1,1
JALGAON,50652517,8552661,Gulabrao Baburao Deokar,0,MALE,63,302257,2,1
JALNA,229557992,2400000,Danve Raosaheb Dadarao,0,MALE,65,698019,1,1
JALNA,278237603,15678811,Autade Vilas Keshavrao,0,MALE,50,365204,2,1
JALNA,23282500,,Dr. Sharadchandra Wankhede,0,MALE,65,77158,3,1
JALORE,88332292,60936530,Devaji Patel,1,MALE,42,772833,1,0
JALORE,23361271,4544357,Ratan Devasi,0,MALE,44,511723,2,0
JALPAIGURI,11625047,1352581,Dr. JAYANTA KUMAR ROY,1,MALE,51,760145,1,0
JALPAIGURI,14612159,,BIJOY CHANDRA BARMAN,0,MALE,62,576141,2,0
JALPAIGURI,30818307,,BHAGIRATH CHANDRA ROY,0,MALE,62,76166,3,0
JAMMU,56481801,350040219,Jugal Kishore,1,MALE,56,858066,1,0
JAMMU,59272009,6805874,Raman Bhalla,0,MALE,56,555191,2,0
JAMNAGAR,427331034,98632194,POONAMBEN HEMATBHAI MAADAM,1,FEMALE,44,591588,1,0
JAMNAGAR,290828040,43838249,KANDORIYA MULUBHAI RANMALBHAI,0,MALE,60,354784,2,1
JAMSHEDPUR,27750671,2961830,Bidyut Baran Mahato,1,MALE,56,679632,1,1
JAMSHEDPUR,22822491,7650059,Champai Soren,0,MALE,62,377542,2,1
JAMUI,18466066,,CHIRAG KUMAR PASWAN,1,MALE,37,529134,1,1
JAMUI,824836,,BHUDEO CHOUDHARY,0,MALE,56,288085,2,1
JANGIPUR,368306705,2248968,KHALILUR RAHAMAN,1,MALE,58,562838,1,0
JANGIPUR,2408235,,MAFUJA KHATUN,0,FEMALE,48,317056,2,1
JANGIPUR,143350474,30421037,ABHIJIT MUKHERJEE,0,MALE,59,255836,3,0
JANGIPUR,8664555,1300000,MD. ZULFIKAR ALI,0,MALE,53,95501,4,0
JANJGIR-CHAMPA,18400837,,GUHARAM AJGALLEY,1,MALE,52,572790,1,0
JANJGIR-CHAMPA,15316449,744582,RAVI PARASRAM BHARDWAJ,0,MALE,42,489535,2,0
JANJGIR-CHAMPA,18596521,1970757,DAURAM RATNAKAR,0,MALE,60,131387,3,0
JAUNPUR,140717620,3577000,SHYAM SINGH YADAV,1,MALE,65,521128,1,0
JAUNPUR,113972361,1751674,KRISHNA PRATAP SINGH K.P.,0,MALE,42,440192,2,0
JAYNAGAR,27471675,,PRATIMA MONDAL,1,FEMALE,53,761202,1,0
JAYNAGAR,28492070,2081000,DR. ASHOK KANDARY,0,MALE,43,444427,2,0
JAYNAGAR,155500,,JAYKRISHNA HALDAR,0,MALE,64,38261,3,1
JHALAWAR-BARAN,370432373,85824156,DUSHYANT SINGH,1,MALE,48,887400,1,0
JHALAWAR-BARAN,15574521,1994024,PRAMOD SHARMA,0,MALE,48,433472,2,1
JHANJHARPUR,88119686,1000000,Ramprit Mandal,1,MALE,63,602391,1,1
JHANJHARPUR,96821512,16777175,GULAB YADAV,0,MALE,51,279440,2,1
JHANSI,1243060113,14212970,Anurag Sharma,1,MALE,54,809272,1,0
JHANSI,272086643,,Shyam Sundar Singh,0,MALE,59,443589,2,1
JHANSI,45715000,2025000,Shivsharan,0,MALE,47,86139,3,1
JHARGRAM,10387498,565000,Kunar Hembram,1,MALE,56,626583,1,0
JHARGRAM,6702555,,Birbaha Saren,0,FEMALE,48,614816,2,1
JHARGRAM,1751916,44439,Deblina Hembram,0,FEMALE,48,75680,3,1
JHUNJHUNU,47474109,3278401,NARENDRA KUMAR,1,MALE,58,738163,1,1
JHUNJHUNU,7885036,,SHARWAN KUMAR S/O GOKAL RAM,0,MALE,64,435616,2,0
JODHPUR,138029511,58573744,Gajendra Singh Shekhawat,1,MALE,51,788888,1,1
JODHPUR,18606242,,Vaibhav Gehlot,0,MALE,38,514448,2,1
JORHAT,12597461,455398,TOPON KUMAR GOGOI,1,MALE,50,543288,1,0
JORHAT,21516244,,SUSHANTA BORGOHAIN,0,MALE,44,460635,2,0
JUNAGADH,10866041,1481768,CHUDASAMA RAJESHBHAI NARANBHAI,1,MALE,36,547744,1,1
JUNAGADH,24571504,2788342,VANSH PUNJABHAI BHIMABHAI,0,MALE,55,397533,2,0
KACHCHH,33508455,12458607,CHAVDA VINOD LAKHAMSHI,1,MALE,40,637034,1,0
KACHCHH,3813627,144294,NARESH NARANBHAI MAHESHWARI,0,MALE,52,331521,2,0
KADAPA,186969794,22833319,Y.S.Avinash Reddy,1,MALE,34,783499,1,1
KADAPA,30742398,961319,Adi Narayana Reddy Chadipirala,0,MALE,61,402773,2,0
KAIRANA,17292937,1300000,Pradeep Kumar,1,MALE,48,566961,1,1
KAIRANA,21404646,1193748,Tabassum Begum,0,FEMALE,48,474801,2,0
KAIRANA,57266147,5082884,Harendra Singh Malik,0,MALE,64,69355,3,0
KAISERGANJ,98905402,61524736,Brijbhusan Sharan Singh,1,MALE,62,581358,1,1
KAISERGANJ,17297000,2000000,Chandradev Ram Yadav,0,MALE,66,319757,2,1
KAKINADA,202528594,34416887,VANGA GEETHAVISWANATH,1,FEMALE,55,537630,1,0
KAKINADA,253266524,18310000,CHALAMALASETTY SUNIL,0,MALE,49,511892,2,0
KAKINADA,173451539,1150000,JYOTHULA VENKATESWARA RAO,0,MALE,62,132648,3,0
KALAHANDI,9547000,,BASANTA KUMAR PANDA,1,MALE,58,433074,1,1
KALAHANDI,25884601,456763,PUSPENDRA SINGH DEO,0,MALE,52,406260,2,0
KALAHANDI,16154671,8044387,BHAKTA CHARAN DAS,0,MALE,60,319202,3,1
KALIABOR,13727834,1250000,Gaurav Gogoi,1,MALE,36,786092,1,0
KALIABOR,2750757,,Moni Madhab Mahanta,0,MALE,41,576098,2,0
KALLAKURICHI,471186830,81131909,Gautham Sigamani Pon,1,MALE,44,721713,1,1
KALLAKURICHI,601747124,175246855,Sudhish L K,0,MALE,51,321794,2,1
KALLAKURICHI,8838575,1062000,Komugi Maniyan M,0,MALE,69,50179,3,0
KALYAN,19616515,1241233,Dr. SHRIKANT EKNATH SHINDE,1,MALE,32,559723,1,1
KALYAN,421863127,3587200,BABAJI BALARAM PATIL,0,MALE,52,215380,2,1
KALYAN,260000,814407,SANJAY HEDAOO,0,MALE,54,65572,3,1
KANCHEEPURAM,48172936,,Selvam.G,1,MALE,44,684004,1,0
KANCHEEPURAM,19631546,6500000,Maragatham K,0,FEMALE,36,397372,2,0
KANCHEEPURAM,15014,,Sivaranjani.D,0,FEMALE,26,62771,3,0
KANCHEEPURAM,250000,,Munusamy A,0,MALE,51,55213,4,0
KANDHAMAL,1244722,,ACHYUTANANDA SAMANTA,1,MALE,55,461679,1,0
KANDHAMAL,9415000,1050000,Mahameghabahan Aira Kharabela Swain,0,MALE,66,312463,2,0
KANDHAMAL,5330945,,Manoj Kumar Acharya,0,MALE,37,138993,3,0
KANGRA,85841247,3605161,Kishan Kapoor,1,MALE,67,725218,1,1
KANGRA,79478472,6642582,Pawan Kajal,0,MALE,45,247595,2,0
KANKER,28675553,679000,MOHAN MANDAVI,1,MALE,61,546233,1,0
KANKER,6666614,,BIRESH THAKUR,0,MALE,52,539319,2,0
KANNAUJ,54287991,28993930,SUBRAT PATHAK,1,MALE,39,563087,1,1
KANNAUJ,377859166,2853000,DIMPLE YADAV,0,FEMALE,41,550734,2,0
KANNIYAKUMARI,4174930444,1547511439,Vasanthakumar. H,1,MALE,68,627235,1,0
KANNIYAKUMARI,74996453,,RADHAKRISHNAN. P,0,MALE,67,367302,2,0
KANNUR,29699206,7468633,K. SUDHAKARAN,1,MALE,70,529741,1,1
KANNUR,24590760,,P. K. SREEMATHI TEACHER,0,FEMALE,69,435182,2,1
KANNUR,3290900,,C. K. PADMANABHAN,0,MALE,70,68509,3,0
KANPUR,132382819,31052190,Satyadev Pachauri,1,MALE,71,468937,1,0
KANPUR,78641628,,Sriprakash Jaiswal,0,MALE,74,313003,2,0
KANPUR,198048000,610000,Ram Kumar,0,MALE,61,48275,3,1
KANTHI,33979650,,Adhikari Sisir,1,MALE,77,711872,1,1
KANTHI,19292281,6000000,Dr. Debasis Samanta,0,MALE,46,600204,2,0
KANTHI,888311,,Paritosh Pattanayak,0,MALE,38,76185,3,1
KARAKAT,43442051,3000000,MAHABALI SINGH,1,MALE,64,398408,1,1
KARAKAT,31034113,1358960,UPENDRA KUSHWAHA,0,MALE,56,313866,2,1
KARAULI-DHOLPUR,64867148,22121569,MANOJ RAJORIA,1,MALE,49,526443,1,0
KARAULI-DHOLPUR,5376898,,SANJAY KUMAR,0,MALE,31,428761,2,0
KARIMGANJ,1871040,,KRIPANATH MALLAH,1,MALE,46,473046,1,0
KARIMGANJ,12170204,,RADHESHYAM BISWAS,0,MALE,66,434657,2,0
KARIMGANJ,9106386,4782191,SWARUP DAS,0,MALE,37,120452,3,1
KARIMNAGAR,2270000,1341800,BANDI SANJAY KUMAR,1,MALE,47,498276,1,1
KARIMNAGAR,121487098,3045917,BOIANAPALLI VINOD KUMAR,0,MALE,59,408768,2,0
KARIMNAGAR,9478606,,Ponnam Prabhaker,0,MALE,52,179258,3,1
KARNAL,2256739,500000,Sanjay Bhatia,1,MALE,51,911594,1,0
KARNAL,113355363,1011148,Kuldip Sharma,0,MALE,62,255452,2,0
KARNAL,3462000,,Pankaj,0,MALE,31,67183,3,0
KARUR,6046055,379000,Jothimani S,1,FEMALE,43,695697,1,0
KARUR,255283854,83215997,Thambidurai M,0,MALE,73,275151,2,1
KARUR,54164676,8906407,Karuppaiya R,0,MALE,53,38543,3,0
KARUR,334500,,Thangavel P S N,0,MALE,52,31139,4,0
KASARAGOD,21570257,862257,Rajmohan Unnithan,1,MALE,65,474961,1,1
KASARAGOD,6481669,1015342,K. P. Sathishchandran,0,MALE,61,434523,2,1
KASARAGOD,6843278,1901899,Ravisha Thanthri Kuntar,0,MALE,52,176049,3,1
KATIHAR,13302734,3130766,DULAL CHANDRA GOSWAMI,1,MALE,51,559423,1,1
KATIHAR,119291973,582950,TARIQ ANWAR,0,MALE,68,502220,2,1
KAUSHAMBI,59336113,20730086,VINOD KUMAR SONKAR,1,MALE,49,383009,1,1
KAUSHAMBI,110999555,20623099,INDRAJEET SAROJ,0,MALE,57,344287,2,1
KAUSHAMBI,38557366,3268327,SHAILENDRA KUMAR PASI,0,MALE,61,156406,3,1
KENDRAPARA,22309172,4133506,Anubhav Mohanty,1,MALE,37,630179,1,0
KENDRAPARA,574415842,600000,BAIJAYANT PANDA,0,MALE,55,476598,2,1
KENDRAPARA,40821148,3135045,DHARANIDHAR NAYAK,0,MALE,65,114089,3,0
KEONJHAR,340580,,Chandrani Murmu,0,FEMALE,25,526359,1,0
KEONJHAR,5512006,533728,Ananta Nayak,0,MALE,49,460156,2,1
KEONJHAR,7233000,744762,Mohan Kumar Hembram,0,MALE,43,128716,3,0
KHADOOR SAHIB,81393500,4655000,JASBIR SINGH GILL (DIMPA),1,MALE,48,459710,1,0
KHADOOR SAHIB,139193710,5098845,BIBI JAGIR KAUR,0,FEMALE,65,319137,2,1
KHADOOR SAHIB,11310000,,PARAMJIT KAUR KHALRA,0,FEMALE,65,214489,3,0
KHAGARIA,109788313,,Choudhary Mehboob Ali Kaiser,1,MALE,52,510193,1,1
KHAGARIA,119699803,16547563,Mukesh Sahani,0,MALE,40,261623,2,1
KHAGARIA,603000,,Priadarshi Dinkar,0,MALE,31,51847,3,0
KHAJURAHO,10589334,2507176,V.D. SHARMA (VISHNU DATT SHARMA),1,MALE,49,811135,1,0
KHAJURAHO,73695721,2160104,MAHARANI KAVITA SINGH NATIRAJA,0,FEMALE,39,318753,2,0
KHAJURAHO,39687180,4212532,VEER SINGH PATEL,0,MALE,39,40077,3,1
KHAMMAM,1074671341,80721594,NAMA NAGESWR RAO,1,MALE,62,567459,1,1
KHAMMAM,1131285724,116191184,RENUKA CHOWDHURY,0,FEMALE,64,399397,2,1
KHAMMAM,9611087,3185000,Boda Venkat,0,MALE,54,57102,3,0
KHANDWA,19076515,4819099,NANDKUMAR SINGH CHOUHAN (NANDU BHAIYA),1,MALE,66,838909,1,0
KHANDWA,389536712,196853975,ARUN SUBHASH CHANDRA YADAV,0,MALE,45,565566,2,0
KHARGONE,67303990,1885020,GAJENDRA UMRAO SINGH PATEL,1,MALE,43,773550,1,0
KHARGONE,19556340,,DR. GOVIND SUBHAN MUJALDA,0,MALE,55,571040,2,0
KHEDA,13023202,995240,Chauhan Devusinh,1,MALE,54,714572,1,0
KHEDA,86398716,25512343,Bimal Shah,0,MALE,58,347427,2,0
KHERI,45295455,,Ajay Kumar,1,MALE,60,609589,1,1
KHERI,1579411,,Dr. Purvi Verma,0,FEMALE,29,390782,2,0
KHERI,8936547,1061456,Zafar Ali Naqvi,0,MALE,71,92155,3,0
KHUNTI,91507865,27106434,ARJUN MUNDA,1,MALE,50,382638,1,0
KHUNTI,5111665,,KALI CHARAN MUNDA,0,MALE,57,381193,2,0
KISHANGANJ,90973803,5383958,Dr. Mohammad Jawed,1,MALE,54,367017,1,1
KISHANGANJ,19854930,3598799,Syed Mahmood Ashraf,0,MALE,54,332551,2,1
